S. No,Order Date,Order Number,Email ID,Payment Status,SKU Code,Product Name,Product Type,Product Category,Qty,List Price,Order Value,Discount Value,Subtotal,Tax Value,Shipping Charge,Grand Total,Currency,SAP ID,Cert ID,Company / Partner Name,Partner Type,Billing Address,Billing City,Billing State Name,Billing State,Billing Country Name,Billing Country,Billing Zip Code,Shipping Address,Shipping City,Shipping State Name,Shipping State,Shipping Country Name,Shipping Country,Shipping Zip Code,Sales Rep Name,Sales Rep Emp Code,Payment Terms,Payment Reference,Payment Method,Next Payment Due At,Entity Name,Sales Org Code,Entity,Division Name,Division Code,Profit Center,Comments,Fulfillment Status,Fulfilled At,Discount Code
223,2026-06-02T15:49:56Z,#1438,damlunolta@necub.com,PARTIALLY_REFUNDED,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,801.99,0.0,0.0,808.49,USD,618359427905,K5M7X3P9QARL,Test Finance,,,,,,,,,,,,,,,,,,Net 7,#1438.2,shopify_store_credit,,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,SUCCESS,2026-06-02T15:54:05Z,
224,2026-06-02T15:03:15Z,#1437,veknehesta@necub.com,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,2,1050.0,2100.0,0,2498.0,224.82,0.0,2722.82,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,,,Net 7,,,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-02T15:06:23Z,
225,2026-06-02T15:03:15Z,#1437,veknehesta@necub.com,PENDING,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,2498.0,224.82,0.0,2722.82,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,,,Net 7,,,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-02T15:06:23Z,
226,2026-05-29T11:43:34Z,#1436,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,199.0,17.42,0.0,216.42,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Academia,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,rmdAFKMACZl8LDyJp7il2HumF,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,,,
227,2026-05-29T11:36:42Z,#1435,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,398.0,34.82,0.0,432.82,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,rWHYEB9xVYnRHnzIOyjGTtU1o,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
228,2026-05-29T11:22:16Z,#1434,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,367.18,734.36,0,734.36,95.47,0.0,829.83,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,r2nFjYAKAzBH26gpUYD39JCNs,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,,,,,,,
229,2026-05-29T11:16:20Z,#1433,moxi.patel.ctr@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,421.14,842.28,0,842.28,109.5,0.0,951.78,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,Resellers,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,rNVz8uVoHYRkLrQjrva1uYEpy,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Direct US,015,202,,,,
230,2026-05-29T11:07:47Z,#1432,moxi.patel.ctr@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,421.14,842.28,0,842.28,109.5,0.0,951.78,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,Academia,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,rH2DTUTco4RQ9udbFzHCKAoLp,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,,,
231,2026-05-29T11:03:05Z,#1431,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,367.17,734.34,0,734.34,95.46,0.0,829.8,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,ATC,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,rpCC8AF29Yvj8Z2f3TPYWA6af,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,,,
232,2026-05-29T10:32:05Z,#1430,moxi.patel.ctr@eccouncil.org,PENDING,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,398.0,34.82,0.0,432.82,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Resellers,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,rU0sOuC6yziyMRzDmGhVolLfv,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Direct US,015,202,,,,
233,2026-05-29T10:27:12Z,#1429,moxi.patel.ctr@eccouncil.org,PENDING,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,3,199.0,597.0,0,597.0,52.24,0.0,649.24,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,ATC,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,,,,,,,,r0wpAcnp15UJqPDGuf0NVozsz,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,,,
234,2026-05-29T09:52:55Z,#1428,moxi.patel.ctr@eccouncil.org,PENDING,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,0,598.0,47.84,0.0,645.84,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Academia,123 Madison Ave,Albany,New York,NY,United States,US,12202,123 Madison Ave,Albany,New York,NY,United States,US,12202,,,,rwNiaAANmCxUPpogxHZ5SaIuE,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,,,
235,2026-05-28T08:45:52Z,#1427,suraj.mistri@eccouncil.org,PAID,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,3,638.0,1914.0,0,1914.0,0.0,0.0,1914.0,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,A-B-C-D Ln,North Ferrisburgh,Vermont,VT,United States,US,05473,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,r00g36Qton2SlEirGdLKIPzy2,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,,,
236,2026-05-27T06:54:51Z,#1426,suraj.mistri@eccouncil.org,PAID,CCISO-V03-DRM-EV-RPS,Certified Chief Information Security Officer (CCISO) Version 3 eBook + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV,CCISO,2,700.0,1400.0,0,1400.0,126.0,0.0,1526.0,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,rgW9EcD1OtAxpQ3kld3nii57z,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,,,
237,2026-05-27T06:31:38Z,#1425,suraj.mistri@eccouncil.org,PAID,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,4,638.0,2552.0,0,2552.0,229.68,0.0,2781.68,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,rCzQ3yBEQu4c27gFBQxy2um2s,shopify_payments,,International Council of E-Commerce Consultants Inc,SO15,ICEC,Academia US,016,201,,,,
238,2026-05-27T06:30:37Z,#1424,suraj.mistri@eccouncil.org,PAID,CCISO-V03-DRM-EV-RPS,Certified Chief Information Security Officer (CCISO) Version 3 eBook + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV,CCISO,2,700.0,1400.0,0,1598.0,143.82,0.0,1741.82,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,r1nSCHPT2vweMdLOfxHzRJiUY,shopify_payments,,International Council of E-Commerce Consultants Inc,SO15,ICEC,Channel US,017,203,,,,
239,2026-05-27T06:30:37Z,#1424,suraj.mistri@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,2,99.0,198.0,0,1598.0,143.82,0.0,1741.82,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,r1nSCHPT2vweMdLOfxHzRJiUY,shopify_payments,,International Council of E-Commerce Consultants Inc,SO15,ICEC,Channel US,017,203,,,,
240,2026-05-27T06:29:41Z,#1423,suraj.mistri@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,2,99.0,198.0,0,198.0,17.82,0.0,215.82,USD,784592316048,SAP7A92KX4M1,Sample Company,Resellers,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,reLumjBP61ZEp2lXBI8ToNFaj,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ECCC,Direct US,015,202,,,,
241,2026-05-27T06:09:47Z,#1422,suraj.mistri@eccouncil.org,PAID,NDE-V01-iLAB-EVPREP-EV-RPS-ECL,Network Defense Essentials (NDE) Labs + Exam Prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,NDE,2,75.99,151.98,0,151.98,13.68,0.0,165.66,USD,784592316048,SAP7A92KX4M1,Sample Company,Resellers,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,r7z4AAhkN9HWJxjl2PUELsreH,shopify_payments,,International Council of E-Commerce Consultants Inc,SO15,ECCC,Direct US Resellers,,,,,,
242,2026-05-27T06:06:01Z,#1421,suraj.mistri@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,3,99.0,297.0,0,297.0,26.73,0.0,323.73,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,r85jKd6UWGPwPyAi2omyMrhTl,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ECCC,Channel US ATC,,,,,,
243,2026-05-27T06:01:31Z,#1420,suraj.mistri@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,4,99.0,396.0,0,396.0,35.64,0.0,431.64,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,rD9LBHDJylHHDRximsHjHs3Yf,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,,,
244,2026-05-26T12:32:00Z,#1419,suraj.mistri@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,5,64.99,324.95,0,324.95,26.0,0.0,350.95,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,rl4XUty7fd9JfwuuxzJp5DzFB,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO15,ICEC,Channel US,016,201,,,,
245,2026-05-26T12:30:28Z,#1418,suraj.mistri@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,4,64.99,259.96,0,2811.96,253.08,0.0,3065.04,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,016,201,,,,
246,2026-05-26T12:30:28Z,#1418,suraj.mistri@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,4,638.0,2552.0,0,2811.96,253.08,0.0,3065.04,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,016,201,,,,
247,2026-05-26T12:29:53Z,#1417,suraj.mistri@eccouncil.org,PENDING,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,3,99.0,297.0,0,2340.98,187.28,0.0,2528.26,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,SO15,ICEC,Channel US,016,201,,,,
248,2026-05-26T12:29:53Z,#1417,suraj.mistri@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,3,638.0,1914.0,0,2340.98,187.28,0.0,2528.26,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,SO15,ICEC,Channel US,016,201,,,,
249,2026-05-26T12:29:53Z,#1417,suraj.mistri@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,2,64.99,129.98,0,2340.98,187.28,0.0,2528.26,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,SO15,ICEC,Channel US,016,201,,,,
250,2026-05-26T12:27:29Z,#1416,suraj.mistri@eccouncil.org,PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,4,75.99,303.96,0,303.96,27.36,0.0,331.32,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,rCITrV4Au0DWZgUfKiqtzEEGt,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ECCC,Channel US,016,201,,,,
251,2026-05-26T11:21:26Z,#1415,suraj.mistri@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,7,64.99,454.93,0,454.93,40.95,0.0,495.88,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,SO15,ECCC,Channel US,016,201,,,,
252,2026-05-26T11:13:12Z,#1414,suraj.mistri@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,4,64.99,259.96,0,259.96,20.8,0.0,280.76,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,#1414.1,Canada (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,016,201,,,,
253,2026-05-26T10:59:52Z,#1413,suraj.mistri@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,0,64.99,5.2,0.0,70.19,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,rd1FHXyMmt0IKsl7wjyQxD7Y6,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
254,2026-05-26T10:41:02Z,#1412,suraj.mistri@eccouncil.org,PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,2,75.99,151.98,0,151.98,13.68,0.0,165.66,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,rLeIxVXdxuEvqRwLtRGJxStD7,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,,,,,,,,
255,2026-05-26T07:15:09Z,#1411,suraj.mistri@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,5,64.99,324.95,0,324.95,26.0,0.0,350.95,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,,DXTHOCKENS,,rl87RNlniONhxIkbpbhIxlxbm,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
256,2026-05-25T04:53:20Z,#1410,Ketan.thakar@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,99.0,6.53,0.0,105.53,USD,195837462701,Q8L2SAP91XZT,Finance Test1,,,,,,,,,,,,,,,,,,Due on fulfillment,#1410.1,manual,,International Council of E-Commerce Consultants Inc,,,,,,,,,
257,2026-05-22T04:35:19Z,#1409,moxi.patel.ctr@eccouncil.org,PENDING,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,4,366.71,1466.84,0,1466.84,161.35,0.0,1628.19,CAD,784592316048,SAP7A92KX4M1,Sample Company,,1855 Victoria Ave,Regina,Saskatchewan,SK,Canada,CA,S4P 3T2,1855 Victoria Ave,Regina,Saskatchewan,SK,Canada,CA,S4P 3T2,"Sameer Singh
",1634A,Net 7,,,,EC-Council Canada Inc.,,,,,,,,,
258,2026-05-20T06:56:44Z,#1408,moxi.patel.ctr@eccouncil.org,PENDING,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,365.85,731.7,0,731.7,80.49,0.0,812.19,CAD,784592316048,SAP7A92KX4M1,Sample Company,,1855 Victoria Ave,Regina,Saskatchewan,SK,Canada,CA,S4P 3T2,1855 Victoria Ave,Regina,Saskatchewan,SK,Canada,CA,S4P 3T2,"Sameer Singh
",1634A,Net 7,,,,EC-Council Canada Inc.,,,,,,,,,
259,2026-05-20T06:53:07Z,#1407,eccouncilwork@gmail.com,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,5,3086.03,15430.15,0,15430.15,771.51,0.0,16201.66,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,Academia,,,,,,,,,,,,,,,,,Net 45,,,,EC-Council Canada Inc.,,,,,,,,,
260,2026-05-20T06:49:16Z,#1406,eccouncilwork@gmail.com,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,5,3086.03,15430.15,0,15430.15,771.51,0.0,16201.66,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,Academia,,,,,,,,,,,,,,,,,Net 45,,,,EC-Council Canada Inc.,,,,,,,,,
261,2026-05-20T05:26:13Z,#1405,moxi.patel.ctr@eccouncil.org,PAID,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,4,1050.0,4200.0,0,4200.0,378.0,0.0,4578.0,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,,,,,,,,"Hello World
",BANN6645,,rMiAOd0PezwxjCkB8xilCEPR7,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
262,2026-05-20T04:44:14Z,#1404,moxi.patel.ctr@eccouncil.org,PAID,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,3,1050.0,3150.0,0,3150.0,283.5,0.0,3433.5,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,,,,,,,,"Hello World
",BANN6645,,rXy5adVOz9D6O4mHPEmAyvnix,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
263,2026-05-19T17:54:28Z,#1403,eccouncilwork@gmail.com,PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,5,3083.99,15419.95,0,15419.95,771.0,0.0,16190.95,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,Academia,,,,,,,,,,,,,,,,,Net 45,#1403.1,manual,,EC-Council Canada Inc.,,,,,,,SUCCESS,2026-05-19T17:56:15Z,
264,2026-05-19T12:50:30Z,#1402,eccouncilwork@gmail.com,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,5,3084.28,15421.4,0,15421.4,771.07,0.0,16192.47,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,Academia,,,,,,,,,,,,,,,,,,,,,EC-Council Canada Inc.,,,,,,,,,
265,2026-05-19T12:24:33Z,#1401,moxi.patel.ctr@eccouncil.org,PAID,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,4,1050.0,4200.0,0,4200.0,378.0,0.0,4578.0,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,,,,,,,,"Hello World
",BANN6645,,r8YBor73MiAuDUF5gYTRzub9B,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
266,2026-05-19T12:07:36Z,#1400,eccouncilwork@gmail.com,PAID,,CASE .Java - Full Bundle,,,10,1962.21,19622.1,0,19622.1,2354.65,0.0,21976.75,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,,,,rxZr05egwnPYqJiCIc75tBCKZ,shopify_payments,,EC-Council Canada Inc.,,,,,,,,,
267,2026-05-19T12:03:40Z,#1399,eccouncilwork@gmail.com,PAID,,CASE .Java - Full Bundle,,,5,1964.14,9820.7,0,9820.7,1178.48,0.0,10999.18,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,,,,rKToZIkvZFR1jhuoHTvbIJN8l,shopify_payments,,EC-Council Canada Inc.,,,,,,,SUCCESS,2026-05-19T12:05:39Z,
268,2026-05-19T11:56:32Z,#1398,eccouncilwork@gmail.com,PAID,,CASE .Java - Full Bundle,,,6,1964.14,11784.84,0,30308.64,2340.37,0.0,32649.01,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,,,,rlKYbSz81lE7KNq1SBWpFiFk0,shopify_payments,,EC-Council Canada Inc.,,,,,,,,,
